,loss,grad_norm,learning_rate,epoch,step,eval_en_loss,eval_en_accuracy,eval_en_f1_macro,eval_en_f1_micro,eval_en_precision_macro,eval_en_precision_micro,eval_en_recall_macro,eval_en_recall_micro,eval_en_Neural_acc,eval_en_Neural_f1,eval_en_Environmental_acc,eval_en_Environmental_f1,eval_en_Social_acc,eval_en_Social_f1,eval_en_Governance_acc,eval_en_Governance_f1,eval_en_runtime,eval_en_samples_per_second,eval_en_steps_per_second,eval_en_oof_loss,eval_en_oof_accuracy,eval_en_oof_f1_macro,eval_en_oof_f1_micro,eval_en_oof_precision_macro,eval_en_oof_precision_micro,eval_en_oof_recall_macro,eval_en_oof_recall_micro,eval_en_oof_Neural_acc,eval_en_oof_Neural_f1,eval_en_oof_Environmental_acc,eval_en_oof_Environmental_f1,eval_en_oof_Social_acc,eval_en_oof_Social_f1,eval_en_oof_Governance_acc,eval_en_oof_Governance_f1,eval_en_oof_runtime,eval_en_oof_samples_per_second,eval_en_oof_steps_per_second,eval_vi_loss,eval_vi_accuracy,eval_vi_f1_macro,eval_vi_f1_micro,eval_vi_precision_macro,eval_vi_precision_micro,eval_vi_recall_macro,eval_vi_recall_micro,eval_vi_Neural_acc,eval_vi_Neural_f1,eval_vi_Environmental_acc,eval_vi_Environmental_f1,eval_vi_Social_acc,eval_vi_Social_f1,eval_vi_Governance_acc,eval_vi_Governance_f1,eval_vi_runtime,eval_vi_samples_per_second,eval_vi_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
390,0.0823,1.1518633365631104,1.8962013431854705e-05,0.740234375,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,0.1392,2.915762424468994,1.8954665605888086e-05,0.7421875,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,0.1256,1.94536554813385,1.8947293298207637e-05,0.744140625,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,0.1516,3.2454311847686768,1.893989652896896e-05,0.74609375,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,0.1311,2.5644142627716064,1.8932475318394542e-05,0.748046875,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,0.1781,3.0865659713745117,1.8925029686773692e-05,0.75,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,0.1346,1.870863437652588,1.8917559654462474e-05,0.751953125,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,0.1241,1.6358317136764526,1.891006524188368e-05,0.75390625,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,0.1125,2.5398154258728027,1.8902546469526744e-05,0.755859375,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,0.1345,1.950730323791504,1.8895003357947707e-05,0.7578125,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,0.0922,1.2861104011535645,1.8887435927769137e-05,0.759765625,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,0.1321,1.7109841108322144,1.887984419968011e-05,0.76171875,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,0.1239,2.0096778869628906,1.887222819443612e-05,0.763671875,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,0.1299,1.5331082344055176,1.8864587932859028e-05,0.765625,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,0.1346,2.3953964710235596,1.8856923435837024e-05,0.767578125,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,0.1361,2.6100802421569824,1.8849234724324543e-05,0.76953125,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,0.1588,2.2905235290527344,1.8841521819342237e-05,0.771484375,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,0.1233,2.5783777236938477,1.883378474197689e-05,0.7734375,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,0.1696,1.928292155265808,1.8826023513381372e-05,0.775390625,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,0.131,2.573140859603882,1.881823815477459e-05,0.77734375,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,0.1326,2.541951894760132,1.8810428687441415e-05,0.779296875,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,0.137,2.129023790359497,1.8802595132732636e-05,0.78125,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,0.78125,400,0.0922299474477768,0.9417613636363636,0.9432800031248655,0.9417613636363638,0.9413297433529454,0.9417613636363636,0.9455836399610345,0.9417613636363636,0.9123563218390804,0.9283625730994152,0.954639175257732,0.9566115702479339,0.9508840864440079,0.9416342412451363,0.9644549763033176,0.9465116279069767,2.6023,883.08,4.611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,,,,0.78125,400,,,,,,,,,,,,,,,,,,,,0.7097761631011963,0.5413306451612904,0.5277009440322903,0.5413306451612904,0.5250720821807447,0.5413306451612904,0.6768548892519447,0.5413306451612904,0.43581336696090794,0.5901639344262296,0.7484662576687117,0.6088583905177791,0.72090112640801,0.5393258426966293,0.8022388059701493,0.37245560848852316,6.2584,958.707,5.113,,,,,,,,,,,,,,,,,,,,,,,,
414,,,,0.78125,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13299685716629028,0.9027777777777778,0.9001437769855348,0.9027777777777778,0.8996121364934032,0.9027777777777778,0.9019598323521867,0.9027777777777778,0.9105011933174224,0.9040284360189574,0.9699863574351978,0.9556451612903225,0.841897233201581,0.8789546079779917,0.8854545454545455,0.8619469026548673,3.3163,870.251,4.825,,,,,
415,0.1493,2.103628396987915,1.879473751206489e-05,0.783203125,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,0.1204,2.473437547683716,1.8786855846920615e-05,0.78515625,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,0.1191,1.6452645063400269,1.8778950158847976e-05,0.787109375,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,0.1526,3.506927251815796,1.877102046946083e-05,0.7890625,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,0.129,2.1935691833496094,1.8763066800438638e-05,0.791015625,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,0.1304,2.4468019008636475,1.875508917352643e-05,0.79296875,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,0.1247,2.5448155403137207,1.8747087610534735e-05,0.794921875,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,0.1212,2.689706802368164,1.8739062133339518e-05,0.796875,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,0.1447,1.9673049449920654,1.8731012763882132e-05,0.798828125,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,0.1247,1.8488327264785767,1.8722939524169243e-05,0.80078125,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,0.1427,2.038710117340088,1.8714842436272774e-05,0.802734375,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,0.1207,2.715986728668213,1.8706721522329862e-05,0.8046875,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,0.1106,1.6918840408325195,1.8698576804542775e-05,0.806640625,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,0.1212,2.0343098640441895,1.8690408305178858e-05,0.80859375,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,0.1179,2.038119077682495,1.8682216046570477e-05,0.810546875,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,0.1244,2.1830101013183594,1.8674000051114953e-05,0.8125,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,0.1254,3.70877742767334,1.8665760341274505e-05,0.814453125,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,0.0907,1.2227898836135864,1.8657496939576187e-05,0.81640625,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,0.1476,2.0446159839630127,1.8649209868611822e-05,0.818359375,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,0.1286,3.2213985919952393,1.8640899151037945e-05,0.8203125,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,0.1186,2.1383538246154785,1.863256480957574e-05,0.822265625,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,0.1256,2.3413338661193848,1.8624206867010982e-05,0.82421875,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,0.1352,3.1333975791931152,1.861582534619396e-05,0.826171875,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,0.1535,3.296621799468994,1.860742027003944e-05,0.828125,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,0.1241,2.0314419269561768,1.859899166152657e-05,0.830078125,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,0.1029,2.136301040649414,1.8590539543698852e-05,0.83203125,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,0.1431,1.7194321155548096,1.8582063939664052e-05,0.833984375,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,0.0988,1.862120509147644,1.8573564872594144e-05,0.8359375,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,0.1702,3.477945566177368,1.856504236572526e-05,0.837890625,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,0.1565,2.154636859893799,1.8556496442357597e-05,0.83984375,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,0.1341,2.0130460262298584,1.854792712585539e-05,0.841796875,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,0.1213,1.764560580253601,1.8539334439646827e-05,0.84375,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,0.0821,1.7178022861480713,1.8530718407223976e-05,0.845703125,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,0.1503,3.4606926441192627,1.8522079052142748e-05,0.84765625,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,0.1462,2.436955213546753,1.8513416398022803e-05,0.849609375,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,0.1193,3.8737332820892334,1.8504730468547508e-05,0.8515625,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,0.0928,2.332760810852051,1.849602128746387e-05,0.853515625,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,0.09,1.4525989294052124,1.8487288878582447e-05,0.85546875,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,0.1144,2.28963565826416,1.847853326577732e-05,0.857421875,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,0.1105,2.7722716331481934,1.8469754472985994e-05,0.859375,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,0.1681,3.0964651107788086,1.8460952524209355e-05,0.861328125,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,0.1232,2.7817203998565674,1.8452127443511597e-05,0.86328125,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,0.0849,1.7629141807556152,1.8443279255020153e-05,0.865234375,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,0.0896,2.0400381088256836,1.843440798292563e-05,0.8671875,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,0.1345,1.9653531312942505,1.8425513651481748e-05,0.869140625,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,0.092,2.2995429039001465,1.8416596285005274e-05,0.87109375,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,0.1017,2.0947930812835693,1.8407655907875937e-05,0.873046875,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,0.0991,2.8359792232513428,1.83986925445364e-05,0.875,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,0.1199,1.830331802368164,1.8389706219492147e-05,0.876953125,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,0.1322,2.821277379989624,1.8380696957311447e-05,0.87890625,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,0.1158,1.9282695055007935,1.8371664782625287e-05,0.880859375,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,0.1288,2.0843276977539062,1.836260972012728e-05,0.8828125,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,0.1211,2.4437155723571777,1.8353531794573623e-05,0.884765625,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,0.1409,1.787320852279663,1.8344431030783022e-05,0.88671875,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,0.131,2.609116554260254,1.833530745363661e-05,0.888671875,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,0.1301,2.844726324081421,1.8326161088077905e-05,0.890625,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,0.1188,2.024444103240967,1.831699195911272e-05,0.892578125,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,0.1228,2.170459747314453,1.83078000918091e-05,0.89453125,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,0.1147,2.996129035949707,1.8298585511297263e-05,0.896484375,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,0.1136,2.209092855453491,1.8289348242769515e-05,0.8984375,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,0.1066,2.6688454151153564,1.8280088311480203e-05,0.900390625,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,0.0996,2.077819585800171,1.827080574274562e-05,0.90234375,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,0.1012,2.260672092437744,1.8261500561943956e-05,0.904296875,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,0.1541,2.6308841705322266,1.8252172794515225e-05,0.90625,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,0.1098,2.8621180057525635,1.8242822465961177e-05,0.908203125,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,0.1061,3.066812753677368,1.823344960184526e-05,0.91015625,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,0.0913,1.8139060735702515,1.8224054227792524e-05,0.912109375,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,0.1328,3.3507637977600098,1.8214636369489563e-05,0.9140625,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,0.1472,2.0251197814941406,1.8205196052684445e-05,0.916015625,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,0.1139,2.647785186767578,1.8195733303186634e-05,0.91796875,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,0.1034,2.47692608833313,1.8186248146866928e-05,0.919921875,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,0.1129,2.0418803691864014,1.8176740609657372e-05,0.921875,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,0.1246,2.7472004890441895,1.8167210717551224e-05,0.923828125,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,0.1465,2.459355592727661,1.8157658496602836e-05,0.92578125,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,0.1554,4.760499000549316,1.8148083972927617e-05,0.927734375,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,0.1297,3.170154333114624,1.813848717270195e-05,0.9296875,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,0.1386,1.870985746383667,1.8128868122163125e-05,0.931640625,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,0.1462,2.427332639694214,1.8119226847609247e-05,0.93359375,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,0.1305,2.4237821102142334,1.81095633753992e-05,0.935546875,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,0.1507,2.526569366455078,1.809987773195255e-05,0.9375,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,,,,0.9375,480,0.0911974310874939,0.9431818181818182,0.9447197600087684,0.9431818181818182,0.9448658757138616,0.9431818181818182,0.9451831329789635,0.9431818181818182,0.9371428571428572,0.9324804548685146,0.9484536082474226,0.9563409563409563,0.9138276553106213,0.9344262295081966,0.9813084112149533,0.9556313993174061,2.6015,883.352,4.613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,,,,0.9375,480,,,,,,,,,,,,,,,,,,,,0.6942881941795349,0.5372983870967742,0.5283276687389884,0.5372983870967742,0.5324569450858911,0.5372983870967742,0.6781012516358288,0.5372983870967742,0.4311949685534591,0.5872879904060305,0.7561349693251533,0.6116625310173697,0.6889168765743073,0.5587334014300306,0.8361581920903954,0.35562675210252304,6.2587,958.666,5.113,,,,,,,,,,,,,,,,,,,,,,,,
497,,,,0.9375,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12768864631652832,0.9027777777777778,0.9001815587255751,0.9027777777777778,0.8995445898843828,0.9027777777777778,0.9031180916566907,0.9027777777777778,0.9139784946236559,0.906935388263189,0.9619047619047619,0.9592944369063773,0.8311345646437994,0.8743927827897293,0.9054545454545454,0.860103626943005,3.3478,862.066,4.779,,,,,
498,0.1363,2.0758259296417236,1.8090169943749477e-05,0.939453125,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,0.1434,2.7975070476531982,1.8080440037330697e-05,0.94140625,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,0.1348,3.109619379043579,1.8070688039297403e-05,0.943359375,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,0.1973,2.819927215576172,1.8060913976311192e-05,0.9453125,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,0.1291,1.5728667974472046,1.8051117875093974e-05,0.947265625,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,0.1119,1.6224662065505981,1.804129976242792e-05,0.94921875,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,0.0871,1.4683277606964111,1.8031459665155363e-05,0.951171875,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,0.1728,1.9654797315597534,1.802159761017877e-05,0.953125,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,0.1533,2.9765748977661133,1.8011713624460608e-05,0.955078125,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,0.1219,2.723172903060913,1.800180773502333e-05,0.95703125,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,0.1258,2.491492748260498,1.7991879968949248e-05,0.958984375,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,0.1437,3.167438507080078,1.7981930353380502e-05,0.9609375,492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,0.1571,1.953454613685608,1.797195891551896e-05,0.962890625,493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,0.1131,1.5988507270812988,1.796196568262615e-05,0.96484375,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,0.1084,1.531893014907837,1.795195068202319e-05,0.966796875,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,0.1236,2.111347198486328,1.7941913941090712e-05,0.96875,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,0.1392,2.9560985565185547,1.793185548726878e-05,0.970703125,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,0.0803,1.9236656427383423,1.7921775348056822e-05,0.97265625,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,0.1038,1.8299757242202759,1.7911673551013553e-05,0.974609375,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,0.1385,2.686455249786377,1.7901550123756906e-05,0.9765625,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,0.1106,1.5812170505523682,1.789140509396394e-05,0.978515625,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
